subject_id,sequence,item_id,task_type,task_formal,model_task_index,model_premise_1,model_premise_2,number_models_generated,model_merge_status,model_premises_match
63977,27,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,28,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,29,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,30,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,31,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,32,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,33,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,34,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,35,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,36,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,37,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,38,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,39,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,40,104,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,41,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,42,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,43,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,44,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,45,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,46,108,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,47,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,48,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,49,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,50,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,51,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,52,54,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,53,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,54,93,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,55,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,56,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63977,57,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,58,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,59,53,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,60,87,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,61,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63977,62,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63977,63,45,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63977,64,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,1,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,2,36,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,3,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,4,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,5,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,6,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,7,105,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,8,2,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,9,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,10,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,11,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,12,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,13,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,14,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,15,91,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,16,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,17,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,18,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,19,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,20,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,21,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,22,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,23,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,24,123,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,25,28,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,26,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,27,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,28,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,29,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,30,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,31,72,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,32,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,33,67,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,34,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,35,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,36,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,37,75,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,38,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,39,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,40,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,41,16,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,42,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,43,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,44,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,45,82,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,46,110,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,47,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,48,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,49,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,50,58,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,51,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,52,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,53,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,54,6,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,55,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,56,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,57,69,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,58,79,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
63978,59,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,60,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,61,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
63978,62,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
63978,63,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
63978,64,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,1,28,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,2,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,3,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,4,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,5,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,6,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,7,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,8,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,9,72,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,10,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,11,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,12,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,13,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,14,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,15,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,16,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,17,75,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,18,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,19,67,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,20,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,21,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,22,6,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,23,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,24,110,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,25,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,26,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,27,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,28,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,29,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,30,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,31,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,32,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,33,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,34,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,35,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,36,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,37,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,38,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,39,123,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,40,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,41,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,42,58,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,43,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,44,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,45,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,46,2,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,47,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,48,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,49,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,50,69,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,51,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,52,79,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,53,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,54,82,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,55,91,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,56,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,57,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,58,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
64012,59,16,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,60,36,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64012,61,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
64012,62,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,63,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64012,64,105,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
64037,1,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,2,10,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,3,96,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,4,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,5,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,6,46,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,7,89,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,8,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,9,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,10,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,11,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,12,87,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,13,127,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,14,54,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,15,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,16,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,17,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,18,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,19,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,20,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,21,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,22,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,23,93,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,24,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,25,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,26,104,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,27,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,28,53,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,29,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,30,44,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,31,108,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,32,34,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,33,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,34,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,35,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,36,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,37,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,38,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,39,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,40,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,41,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,42,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,43,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,44,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,45,74,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,46,45,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,47,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,48,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,49,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,50,128,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
64037,51,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,52,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,53,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,54,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,55,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,56,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,57,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
64037,58,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
64037,59,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
64037,60,38,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
